arrest_year,arrest_date,arrest_hour,age,race,sex,arrest_category,description,offense_location_district,PSA
2019,11/8/2019,12,62,BLACK,FEMALE,Other Crimes,Unlawful Entry,3D,302
2019,12/11/2019,5,41,BLACK,FEMALE,Simple Assault,Simple Assault,6D,604
2019,9/24/2019,8,48,BLACK,FEMALE,Weapon Violations,Possess Prohibited Weapon,3D,306
2019,1/13/2019,9,27,BLACK,MALE,Robbery,Robbery,1D,105
2019,10/11/2019,3,39,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,4D,404
2019,3/27/2019,6,32,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,5D,503
2019,12/4/2019,12,48,BLACK,FEMALE,Traffic Violations,No Permit,7D,703
2019,11/21/2019,7,47,ASIAN,MALE,Driving/Boating While Intoxicated,Driving Under Influence -2nd Off,1D,106
2019,6/26/2019,10,18,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,7D,706
2019,2/6/2019,3,27,BLACK,FEMALE,Simple Assault,Simple Assault,1D,105
2019,2/5/2019,4,33,BLACK,MALE,Prostitution,Sexual Solicitation,6D,603
2019,6/5/2019,2,43,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),5D,501
2019,6/12/2019,12,37,BLACK,MALE,Traffic Violations,No Permit,7D,707
2019,1/11/2019,10,24,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,1D,106
2019,2/26/2019,4,35,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,5D,505
2019,3/13/2019,6,25,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,7D,703
2019,8/6/2019,11,22,BLACK,MALE,Other Crimes,Unlawful Entry,6D,608
2019,8/31/2019,9,49,BLACK,MALE,Traffic Violations,Counterfeit Tags,6D,608
2019,8/25/2019,11,25,BLACK,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,7D,704
2019,9/15/2019,7,63,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence -2nd Off,5D,507
2019,10/11/2019,6,21,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,5D,504
2019,4/4/2019,1,36,BLACK,MALE,Simple Assault,Simple Assault,7D,708
2019,10/11/2019,12,47,BLACK,MALE,Theft,Theft Second Degree (theft From Building),3D,302
2019,5/22/2019,7,59,BLACK,MALE,Theft,Theft Second Degree (theft From Building),2D,209
2019,5/24/2019,11,35,BLACK,MALE,Traffic Violations,Leaving After Colliding- Property Damage,5D,507
2019,3/17/2019,12,20,WHITE,FEMALE,Other Crimes,Misrepresent Age To Enter Abc Establishment,2D,208
2019,12/18/2019,8,37,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),2D,203
2019,7/14/2019,4,28,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,1D,106
2019,1/8/2019,8,35,BLACK,MALE,Release Violations/Fugitive,Tampering Of Gps Device,1D,106
2019,2/2/2019,12,36,BLACK,MALE,Simple Assault,Simple Assault,7D,708
2019,8/24/2019,8,54,BLACK,MALE,Property Crimes,Unauthorized Use Of A Vehicle,7D,707
2019,11/4/2019,8,20,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),1D,102
2019,7/25/2019,11,21,BLACK,MALE,Robbery,Robbery,5D,507
2019,5/23/2019,2,29,BLACK,MALE,Theft,Theft Second Degree (theft From Building),2D,209
2019,9/17/2019,3,37,BLACK,MALE,Simple Assault,Simple Assault,6D,603
2019,11/5/2019,3,33,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,4D,404
2019,11/25/2019,7,43,BLACK,MALE,Traffic Violations,No Permit,1D,102
2019,8/30/2019,5,19,BLACK,MALE,Narcotics,Distribution Of Marijuana-misd,6D,602
2019,8/23/2019,3,31,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),5D,505
2019,7/31/2019,2,56,BLACK,MALE,Release Violations/Fugitive,Probation Violation (Warrant),1D,102
2019,1/8/2019,12,22,WHITE,MALE,Prostitution,Sexual Solicitation,1D,104
2019,5/2/2019,8,22,BLACK,MALE,Weapon Violations,Felon In Possession,4D,403
2019,6/1/2019,8,35,BLACK,FEMALE,Simple Assault,Simple Assault,5D,504
2019,2/28/2019,2,38,BLACK,MALE,Homicide,Murder II,7D,703
2019,1/19/2019,1,23,WHITE,MALE,Simple Assault,Simple Assault,6D,602
2019,12/22/2019,10,27,BLACK,MALE,Other Crimes,Unlawful Entry,7D,706
2019,1/25/2019,11,29,BLACK,MALE,Damage to Property,Destruction Of Property $1000 Or More,5D,507
2019,5/20/2019,7,23,BLACK,FEMALE,Other Crimes,Unlawful Entry,5D,502
2019,3/30/2019,8,29,BLACK,MALE,Simple Assault,Simple Assault,7D,701
2019,2/21/2019,8,23,BLACK,MALE,Simple Assault,Simple Assault,3D,306
2019,4/4/2019,8,47,BLACK,MALE,Traffic Violations,No Permit,2D,208
2019,12/5/2019,4,29,BLACK,MALE,Weapon Violations,Unlawful Poss Ammunition,3D,308
2019,11/6/2019,3,25,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,6D,603
2019,3/12/2019,2,67,WHITE,MALE,Traffic Violations,No Permit,3D,303
2019,2/19/2019,1,31,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,6D,606
2019,12/25/2019,7,27,BLACK,FEMALE,Traffic Violations,Counterfeit Tags,1D,105
2019,12/23/2019,12,38,ASIAN,MALE,Traffic Violations,No Permit,1D,104
2019,1/15/2019,2,33,BLACK,FEMALE,Simple Assault,Simple Assault,7D,704
2019,7/11/2019,10,26,BLACK,FEMALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,6D,608
2019,8/9/2019,5,41,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -felony,7D,705
2019,4/8/2019,7,35,BLACK,MALE,Simple Assault,Simple Assault,1D,102
2019,12/29/2019,7,27,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (OAG),5D,507
2019,8/10/2019,6,47,BLACK,MALE,Burglary,Burglary Two,3D,308
2019,1/14/2019,7,33,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,7D,706
2019,7/13/2019,6,51,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),1D,102
2019,12/3/2019,11,50,BLACK,MALE,Traffic Violations,No Permit,6D,604
2019,9/12/2019,8,26,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,2D,207
2019,6/19/2019,7,43,BLACK,MALE,Traffic Violations,No Permit,6D,602
2019,7/25/2019,12,65,BLACK,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",6D,608
2019,10/15/2019,4,41,BLACK,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,5D,506
2019,12/28/2019,4,37,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,7D,706
2019,11/6/2019,8,31,BLACK,FEMALE,Traffic Violations,No Permit,7D,701
2019,7/23/2019,12,23,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,6D,605
2019,9/14/2019,12,42,BLACK,FEMALE,Simple Assault,Simple Assault,7D,701
2019,3/4/2019,1,39,WHITE,MALE,Simple Assault,Simple Assault,2D,208
2019,9/21/2019,7,20,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,1D,105
2019,11/25/2019,1,47,BLACK,MALE,Traffic Violations,No Permit,2D,208
2019,8/1/2019,1,29,BLACK,MALE,Simple Assault,Simple Assault,1D,102
2019,12/20/2019,7,31,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,1D,107
2019,6/13/2019,8,39,BLACK,MALE,Simple Assault,Simple Assault,4D,407
2019,4/29/2019,11,60,UNKNOWN,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,7D,705
2019,7/11/2019,8,41,UNKNOWN,MALE,Traffic Violations,No Permit,2D,202
2019,8/24/2019,3,25,BLACK,FEMALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),4D,409
2019,4/29/2019,12,29,WHITE,FEMALE,Simple Assault,Simple Assault,1D,104
2019,1/20/2019,6,19,BLACK,MALE,Theft from Auto,Theft (theft From Motor Vehicle),2D,208
2019,2/28/2019,8,30,BLACK,FEMALE,Simple Assault,Simple Assault,5D,507
2019,5/11/2019,3,48,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),5D,506
2019,5/14/2019,2,29,WHITE,MALE,Prostitution,Sexual Solicitation,5D,506
2019,4/25/2019,3,20,BLACK,MALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),3D,306
2019,4/27/2019,7,27,BLACK,FEMALE,Simple Assault,Simple Assault,7D,705
2019,2/2/2019,3,26,WHITE,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,1D,103
2019,5/1/2019,9,21,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),2D,209
2019,12/18/2019,8,18,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),4D,406
2019,4/20/2019,5,50,BLACK,MALE,Simple Assault,Simple Assault,6D,604
2019,2/9/2019,4,27,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),3D,305
2019,9/1/2019,7,49,BLACK,MALE,Simple Assault,Simple Assault,7D,708
2019,4/1/2019,10,28,BLACK,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,7D,704
2019,1/25/2019,5,22,BLACK,FEMALE,Fraud and Financial Crimes,Identity Theft First Degree,5D,501
2019,9/3/2019,4,52,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,5D,506
2019,6/14/2019,5,25,BLACK,MALE,Traffic Violations,No Permit,6D,602
2019,7/29/2019,4,52,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,4D,404
2019,5/17/2019,11,37,UNKNOWN,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,5D,501
2019,9/15/2019,4,26,BLACK,MALE,Traffic Violations,No Permit,5D,503
2019,9/5/2019,10,18,WHITE,FEMALE,Other Crimes,Misrepresent Age To Enter Abc Establishment,2D,207
2019,11/6/2019,5,25,BLACK,MALE,Robbery,Robbery,6D,603
2019,9/19/2019,2,33,BLACK,FEMALE,Release Violations/Fugitive,Fugitive From Justice,7D,701
2019,4/10/2019,4,23,BLACK,MALE,Theft from Auto,Theft First Degree (theft From Motor Vehicle),3D,307
2019,12/22/2019,8,53,BLACK,FEMALE,Simple Assault,Simple Assault,6D,604
2019,10/26/2019,8,51,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,1D,106
2019,10/28/2019,8,35,BLACK,FEMALE,Other Crimes,Unlawful Entry,1D,105
2019,2/1/2019,6,26,BLACK,FEMALE,Simple Assault,Simple Assault,6D,605
2019,10/26/2019,11,47,BLACK,MALE,Simple Assault,Simple Assault,6D,607
2019,5/20/2019,9,45,WHITE,MALE,Other Crimes,Unlawful Entry,4D,403
2019,11/15/2019,10,29,BLACK,MALE,Simple Assault,Simple Assault,6D,602
2019,10/16/2019,1,32,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,1D,102
2019,6/4/2019,1,23,BLACK,MALE,Traffic Violations,No Permit,6D,605
2019,5/9/2019,11,38,BLACK,FEMALE,Traffic Violations,No Permit,6D,602
2019,1/12/2019,3,29,ASIAN,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,2D,208
2019,2/14/2019,3,53,BLACK,MALE,Narcotics,Possession Of Drug Paraphernalia,2D,207
2019,8/31/2019,1,61,BLACK,MALE,Simple Assault,Simple Assault,7D,705
2019,5/27/2019,6,38,BLACK,MALE,Simple Assault,Simple Assault,6D,607
2019,6/27/2019,5,27,UNKNOWN,FEMALE,Simple Assault,Simple Assault,5D,503
2019,7/8/2019,7,29,BLACK,MALE,Aggravated Assault,Assault With Significant Bodily Injury,4D,404
2019,4/24/2019,8,22,BLACK,MALE,Simple Assault,Simple Assault,2D,209
2019,11/5/2019,6,48,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,5D,507
2019,5/17/2019,9,32,BLACK,MALE,Theft,Theft Second Degree (theft From Building),2D,207
2019,5/30/2019,4,44,BLACK,FEMALE,Narcotics,Unlawful Possession Of Contraband,7D,708
2019,4/10/2019,12,38,BLACK,MALE,Prostitution,Sexual Solicitation,6D,607
2019,8/25/2019,4,53,BLACK,MALE,Traffic Violations,No Permit,6D,608
2019,5/9/2019,11,43,BLACK,MALE,Traffic Violations,No Permit,6D,602
2019,12/14/2019,9,37,BLACK,MALE,Offenses Against Family & Children,Civil Protection Order Violation,4D,405
2019,9/23/2019,3,36,BLACK,FEMALE,Simple Assault,Simple Assault,5D,506
2019,9/2/2019,4,44,BLACK,MALE,Other Crimes,Unlawful Entry,2D,207
2019,1/14/2019,8,21,BLACK,MALE,Simple Assault,Simple Assault,7D,708
2019,6/3/2019,11,24,BLACK,MALE,Prostitution,Sexual Solicitation,4D,408
2019,7/13/2019,3,48,BLACK,MALE,Simple Assault,Simple Assault,4D,408
2019,10/17/2019,5,35,BLACK,FEMALE,Narcotics,Poss Of A Controlled Substance -misd,7D,706
2019,2/14/2019,5,31,BLACK,MALE,Narcotics,Poss W/i To Dist Marijuana-fel,7D,703
2019,11/29/2019,5,22,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,6D,605
2019,10/23/2019,4,54,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,4D,403
2019,8/13/2019,8,36,BLACK,FEMALE,Theft,Shoplifting,2D,209
2019,8/18/2019,3,38,UNKNOWN,MALE,Fraud and Financial Crimes,Credit Card Fraud-misd,5D,505
2019,7/18/2019,12,63,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,5D,502
2019,5/2/2019,9,61,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,5D,504
2019,2/27/2019,12,37,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),3D,308
2019,7/10/2019,7,29,WHITE,MALE,Simple Assault,Simple Assault,4D,402
2019,6/7/2019,9,38,BLACK,MALE,Driving/Boating While Intoxicated,Operating While Impaired,5D,502
2019,12/15/2019,11,20,BLACK,MALE,Weapon Violations,Unlawful Poss Ammunition,5D,505
2019,5/27/2019,5,23,BLACK,MALE,Other Crimes,Resisting Arrest,5D,507
2019,3/1/2019,9,23,UNKNOWN,MALE,Traffic Violations,No Permit,2D,207
2019,5/17/2019,8,18,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),1D,102
2019,12/20/2019,2,34,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),1D,105
2019,7/1/2019,5,45,BLACK,FEMALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,1D,106
2019,10/26/2019,11,24,UNKNOWN,FEMALE,Property Crimes,Unauthorized Use Of A Vehicle,4D,404
2019,5/14/2019,9,58,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,5D,506
2019,8/23/2019,12,29,BLACK,MALE,Simple Assault,Simple Assault,7D,705
2019,8/14/2019,8,37,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),7D,708
2019,9/1/2019,4,26,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,7D,705
2019,5/19/2019,4,33,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),3D,302
2019,2/6/2019,3,30,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,6D,607
2019,6/6/2019,11,32,BLACK,MALE,Simple Assault,Simple Assault,3D,305
2019,10/19/2019,10,23,BLACK,MALE,Simple Assault,Simple Assault,7D,708
2019,11/11/2019,4,37,BLACK,MALE,Simple Assault,Simple Assault,1D,103
2019,2/9/2019,3,30,BLACK,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,6D,602
2019,10/10/2019,3,35,BLACK,MALE,Traffic Violations,No Permit,6D,602
2019,4/16/2019,3,20,BLACK,FEMALE,Other Crimes,Unlawful Entry,1D,102
2019,12/5/2019,8,56,WHITE,MALE,Narcotics,Possession Of Drug Paraphernalia,3D,302
2019,6/15/2019,5,26,BLACK,FEMALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,7D,708
2019,4/10/2019,8,29,BLACK,FEMALE,Traffic Violations,No Permit,6D,606
2019,4/4/2019,10,32,BLACK,MALE,Sex Offenses,Sex Abuse- Misd,1D,102
2019,6/20/2019,1,35,BLACK,MALE,Release Violations/Fugitive,Contempt - Misdemeanor,3D,308
2019,7/6/2019,4,29,BLACK,MALE,Robbery,Robbery,2D,207
2019,10/10/2019,1,34,UNKNOWN,MALE,Prostitution,Sexual Solicitation,3D,307
2019,10/11/2019,12,34,UNKNOWN,MALE,Traffic Violations,Reckless Driving,3D,303
2019,6/13/2019,9,40,WHITE,MALE,Simple Assault,Simple Assault,1D,101
2019,3/8/2019,12,43,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,4D,409
2019,6/27/2019,6,54,BLACK,MALE,Traffic Violations,Permit Revoked-oar,1D,104
2019,11/3/2019,11,18,BLACK,FEMALE,Simple Assault,Simple Assault,7D,706
2019,5/18/2019,11,18,BLACK,MALE,Other Crimes,Misrepresent Age To Enter Abc Establishment,2D,209
2019,5/17/2019,9,47,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,2D,209
2019,10/31/2019,10,51,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),7D,707
2019,1/22/2019,5,61,BLACK,FEMALE,Other Crimes,Unlawful Entry,4D,404
2019,10/30/2019,7,22,BLACK,MALE,Other Crimes,"Violation Of Cpo - Fail To Appear To Hearing, Evidence, Protection Order",7D,708
2019,4/10/2019,6,18,WHITE,MALE,Simple Assault,Simple Assault,4D,403
2019,9/24/2019,8,58,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,1D,102
2019,9/19/2019,4,27,BLACK,MALE,Traffic Violations,Allow Operation W/improper Tags,5D,505
2019,6/19/2019,3,29,BLACK,MALE,Sex Offenses,Sex Abuse- Misd,3D,305
2019,10/24/2019,8,49,BLACK,FEMALE,Traffic Violations,No Permit,2D,208
2019,12/29/2019,3,54,BLACK,FEMALE,Simple Assault,Simple Assault,2D,203
2019,3/26/2019,2,24,BLACK,FEMALE,Traffic Violations,No Permit,6D,602
2019,7/10/2019,10,55,BLACK,MALE,Prostitution,Sexual Solicitation,5D,506
2019,3/28/2019,7,43,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,6D,606
2019,6/14/2019,7,21,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,7D,703
2019,11/18/2019,2,20,BLACK,FEMALE,Traffic Violations,No Permit,7D,703
2019,3/18/2019,8,39,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,1D,107
2019,2/7/2019,1,23,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,6D,605
2019,8/8/2019,8,34,BLACK,MALE,Simple Assault,Simple Assault,6D,603
2019,6/21/2019,12,30,BLACK,MALE,Narcotics,Manufacture/possession/distrib-controlled Subs,2D,207
2019,2/2/2019,11,20,BLACK,MALE,Traffic Violations,No Permit,1D,101
2019,3/17/2019,8,30,BLACK,FEMALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,2D,208
2019,12/3/2019,1,20,BLACK,MALE,Simple Assault,Simple Assault,6D,604
2019,3/3/2019,10,48,BLACK,MALE,Traffic Violations,Allow Operation W/improper Tags,7D,708
2019,4/14/2019,3,24,BLACK,MALE,Other Crimes,Resisting Arrest,3D,305
2019,1/24/2019,6,39,BLACK,MALE,Other Crimes,Unlawful Entry,1D,106
2019,7/16/2019,10,36,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,4D,401
2019,6/19/2019,8,41,BLACK,MALE,Other Crimes,Resisting Arrest,5D,501
2019,10/20/2019,4,34,BLACK,MALE,Simple Assault,Simple Assault,4D,408
2019,4/26/2019,11,53,BLACK,MALE,Simple Assault,Simple Assault,7D,705
2019,1/27/2019,4,31,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,4D,405
2019,6/7/2019,5,57,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,6D,608
2019,4/19/2019,9,31,BLACK,FEMALE,Narcotics,Unlawful Possession Of Liquid Pcp,6D,601
2019,4/29/2019,8,57,WHITE,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),3D,302
2019,1/9/2019,12,29,BLACK,MALE,Prostitution,Sexual Solicitation,6D,603
2019,11/15/2019,10,27,BLACK,MALE,Other Crimes,Unlawful Entry,2D,202
2019,5/18/2019,4,27,BLACK,MALE,Traffic Violations,Speed (30 Or Over),2D,208
2019,11/12/2019,4,28,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,5D,507
2019,9/11/2019,8,26,UNKNOWN,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,7D,704
2019,5/2/2019,8,27,BLACK,MALE,Driving/Boating While Intoxicated,Operating While Impaired,3D,308
2019,1/2/2019,12,27,BLACK,MALE,Weapon Violations,Felon In Possession,1D,105
2019,6/19/2019,4,25,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,6D,602
2019,3/12/2019,10,60,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),1D,106
2019,3/10/2019,5,36,WHITE,FEMALE,Theft,Theft Second Degree (all Other Larceny),3D,301
2019,3/18/2019,9,41,BLACK,MALE,Prostitution,Sexual Solicitation,5D,506
2019,8/26/2019,8,53,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,5D,507
2019,10/9/2019,8,23,BLACK,FEMALE,Release Violations/Fugitive,Fugitive From Justice,6D,607
2019,10/25/2019,12,24,BLACK,MALE,Robbery,Robbery,5D,502
2019,10/10/2019,12,52,BLACK,MALE,Theft,Shoplifting,2D,207
2019,4/24/2019,12,30,BLACK,MALE,Prostitution,Sexual Solicitation,5D,506
2019,12/31/2019,6,28,BLACK,FEMALE,Theft,Theft Second Degree (all Other Larceny),1D,106
2019,6/22/2019,2,53,BLACK,MALE,Other Crimes,Unlawful Entry,7D,708
2019,10/23/2019,6,18,BLACK,MALE,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,6D,608
2019,9/20/2019,10,36,BLACK,MALE,Other Crimes,Unlawful Entry,2D,209
2019,2/12/2019,3,44,BLACK,FEMALE,Other Crimes,Unlawful Entry,5D,502
2019,5/24/2019,6,37,WHITE,FEMALE,Release Violations/Fugitive,Fugitive From Justice,7D,701
2019,10/10/2019,11,23,BLACK,MALE,Narcotics,Consumption of marijuana in public space prohibited,7D,708
2019,2/7/2019,2,36,WHITE,MALE,Release Violations/Fugitive,Fugitive From Justice,6D,605
2019,5/4/2019,3,50,BLACK,FEMALE,Theft,Theft Second Degree (all Other Larceny),3D,302
2019,10/7/2019,3,24,BLACK,FEMALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,7D,701
2019,1/16/2019,6,28,BLACK,MALE,Simple Assault,Simple Assault,6D,603
2019,9/21/2019,12,24,BLACK,FEMALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,7D,704
2019,12/28/2019,4,42,BLACK,FEMALE,Simple Assault,Simple Assault,6D,602
2019,2/16/2019,4,28,BLACK,MALE,Traffic Violations,Permit Suspended-oas,5D,503
2019,11/15/2019,12,26,BLACK,MALE,Traffic Violations,Fleeing - Misdemeanor,6D,602
2019,1/11/2019,8,24,BLACK,MALE,Theft,Theft Second Degree (theft From Building),3D,302
2019,2/3/2019,10,32,BLACK,FEMALE,Simple Assault,Simple Assault,7D,708
2019,10/12/2019,4,39,BLACK,FEMALE,Other Crimes,Unlawful Entry,5D,504
2019,4/5/2019,3,54,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,1D,105
2019,6/12/2019,1,30,BLACK,MALE,Simple Assault,Simple Assault,1D,106
2019,7/29/2019,8,22,BLACK,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,7D,702
2019,12/28/2019,8,27,BLACK,FEMALE,Narcotics,Possession Of Drug Paraphernalia,6D,603
2019,2/7/2019,11,28,BLACK,MALE,Robbery,Robbery,7D,708
2019,2/5/2019,4,47,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,1D,102
2019,8/6/2019,12,34,BLACK,MALE,Narcotics,Possession Of Drug Paraphernalia,1D,106
2019,8/31/2019,2,27,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,3D,303
2019,6/12/2019,4,44,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,7D,706
2019,7/15/2019,8,33,WHITE,FEMALE,Other Crimes,Unlawful Entry,1D,106
2019,12/9/2019,6,43,BLACK,MALE,Traffic Violations,No Permit,7D,702
2019,11/21/2019,2,51,BLACK,MALE,Other Crimes,Unlawful Entry,5D,501
2019,3/14/2019,6,47,BLACK,FEMALE,Simple Assault,Threat To Kidnap Or Injure A Person,6D,607
2019,3/15/2019,12,27,BLACK,FEMALE,Liquor Law Violations,Possession Of Open Container Of Alcohol - Vehicle,1D,107
2019,9/5/2019,7,57,BLACK,MALE,Other Crimes,Unlawful Entry,5D,501
2019,5/30/2019,9,56,BLACK,MALE,Traffic Violations,No Permit,2D,207
2019,5/1/2019,2,51,BLACK,MALE,Traffic Violations,No Permit,6D,603
2019,4/4/2019,11,28,BLACK,MALE,Traffic Violations,No Permit,4D,409
2019,8/25/2019,10,51,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,3D,307
